            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458074.958333333, A.D. 2017-Nov-17 11:00:00.0000,  4.284800824352581E+09, -1.305441534747098E+09, -7.186474190892529E+07,
2458075.000000000, A.D. 2017-Nov-17 12:00:00.0000,  4.284806395576994E+09, -1.305422701402768E+09, -7.186525769158745E+07,
2458075.041666667, A.D. 2017-Nov-17 13:00:00.0000,  4.284811966707776E+09, -1.305403868040150E+09, -7.186577346994168E+07,
2458075.083333333, A.D. 2017-Nov-17 14:00:00.0000,  4.284817537744925E+09, -1.305385034659273E+09, -7.186628924401122E+07,
2458075.125000000, A.D. 2017-Nov-17 15:00:00.0000,  4.284823108688439E+09, -1.305366201260165E+09, -7.186680501381987E+07,
2458075.166666667, A.D. 2017-Nov-17 16:00:00.0000,  4.284828679538315E+09, -1.305347367842852E+09, -7.186732077939129E+07,
2458075.208333333, A.D. 2017-Nov-17 17:00:00.0000,  4.284834250294550E+09, -1.305328534407363E+09, -7.186783654074854E+07,
2458075.250000000, A.D. 2017-Nov-17 18:00:00.0000,  4.284839820957143E+09, -1.305309700953726E+09, -7.186835229791540E+07,
2458075.291666667, A.D. 2017-Nov-17 19:00:00.0000,  4.284845391526090E+09, -1.305290867481968E+09, -7.186886805091536E+07,
2458075.333333333, A.D. 2017-Nov-17 20:00:00.0000,  4.284850962001390E+09, -1.305272033992116E+09, -7.186938379977202E+07,
2458075.375000000, A.D. 2017-Nov-17 21:00:00.0000,  4.284856532383040E+09, -1.305253200484200E+09, -7.186989954450852E+07,
2458075.416666667, A.D. 2017-Nov-17 22:00:00.0000,  4.284862102671039E+09, -1.305234366958246E+09, -7.187041528514886E+07,
2458075.458333333, A.D. 2017-Nov-17 23:00:00.0000,  4.284867672865382E+09, -1.305215533414282E+09, -7.187093102171630E+07,
2458075.500000000, A.D. 2017-Nov-18 00:00:00.0000,  4.284873242966069E+09, -1.305196699852335E+09, -7.187144675423419E+07,
2458075.541666667, A.D. 2017-Nov-18 01:00:00.0000,  4.284878812973096E+09, -1.305177866272435E+09, -7.187196248272610E+07,
2458075.583333333, A.D. 2017-Nov-18 02:00:00.0000,  4.284884382886462E+09, -1.305159032674608E+09, -7.187247820721579E+07,
2458075.625000000, A.D. 2017-Nov-18 03:00:00.0000,  4.284889952706163E+09, -1.305140199058882E+09, -7.187299392772651E+07,
2458075.666666667, A.D. 2017-Nov-18 04:00:00.0000,  4.284895522432198E+09, -1.305121365425284E+09, -7.187350964428210E+07,
2458075.708333333, A.D. 2017-Nov-18 05:00:00.0000,  4.284901092064564E+09, -1.305102531773844E+09, -7.187402535690540E+07,
2458075.750000000, A.D. 2017-Nov-18 06:00:00.0000,  4.284906661603259E+09, -1.305083698104587E+09, -7.187454106562066E+07,
2458075.791666667, A.D. 2017-Nov-18 07:00:00.0000,  4.284912231048280E+09, -1.305064864417543E+09, -7.187505677045101E+07,
2458075.833333333, A.D. 2017-Nov-18 08:00:00.0000,  4.284917800399626E+09, -1.305046030712738E+09, -7.187557247141993E+07,
2458075.875000000, A.D. 2017-Nov-18 09:00:00.0000,  4.284923369657293E+09, -1.305027196990201E+09, -7.187608816855109E+07,
2458075.916666667, A.D. 2017-Nov-18 10:00:00.0000,  4.284928938821280E+09, -1.305008363249959E+09, -7.187660386186779E+07,
2458075.958333333, A.D. 2017-Nov-18 11:00:00.0000,  4.284934507891583E+09, -1.304989529492040E+09, -7.187711955139375E+07,
2458076.000000000, A.D. 2017-Nov-18 12:00:00.0000,  4.284940076868201E+09, -1.304970695716472E+09, -7.187763523715240E+07,
2458076.041666667, A.D. 2017-Nov-18 13:00:00.0000,  4.284945645751131E+09, -1.304951861923282E+09, -7.187815091916722E+07,
2458076.083333333, A.D. 2017-Nov-18 14:00:00.0000,  4.284951214540371E+09, -1.304933028112498E+09, -7.187866659746164E+07,
2458076.125000000, A.D. 2017-Nov-18 15:00:00.0000,  4.284956783235918E+09, -1.304914194284148E+09, -7.187918227205938E+07,
2458076.166666667, A.D. 2017-Nov-18 16:00:00.0000,  4.284962351837770E+09, -1.304895360438260E+09, -7.187969794298375E+07,
2458076.208333333, A.D. 2017-Nov-18 17:00:00.0000,  4.284967920345925E+09, -1.304876526574861E+09, -7.188021361025846E+07,
2458076.250000000, A.D. 2017-Nov-18 18:00:00.0000,  4.284973488760381E+09, -1.304857692693980E+09, -7.188072927390677E+07,
2458076.291666667, A.D. 2017-Nov-18 19:00:00.0000,  4.284979057081134E+09, -1.304838858795642E+09, -7.188124493395221E+07,
2458076.333333333, A.D. 2017-Nov-18 20:00:00.0000,  4.284984625308183E+09, -1.304820024879878E+09, -7.188176059041858E+07,
2458076.375000000, A.D. 2017-Nov-18 21:00:00.0000,  4.284990193441525E+09, -1.304801190946714E+09, -7.188227624332905E+07,
2458076.416666667, A.D. 2017-Nov-18 22:00:00.0000,  4.284995761481158E+09, -1.304782356996178E+09, -7.188279189270717E+07,
2458076.458333333, A.D. 2017-Nov-18 23:00:00.0000,  4.285001329427079E+09, -1.304763523028297E+09, -7.188330753857678E+07,
2458076.500000000, A.D. 2017-Nov-19 00:00:00.0000,  4.285006897279286E+09, -1.304744689043101E+09, -7.188382318096089E+07,
2458076.541666667, A.D. 2017-Nov-19 01:00:00.0000,  4.285012465037777E+09, -1.304725855040615E+09, -7.188433881988347E+07,
2458076.583333333, A.D. 2017-Nov-19 02:00:00.0000,  4.285018032702549E+09, -1.304707021020868E+09, -7.188485445536762E+07,
2458076.625000000, A.D. 2017-Nov-19 03:00:00.0000,  4.285023600273601E+09, -1.304688186983888E+09, -7.188537008743721E+07,
2458076.666666667, A.D. 2017-Nov-19 04:00:00.0000,  4.285029167750928E+09, -1.304669352929702E+09, -7.188588571611553E+07,
2458076.708333333, A.D. 2017-Nov-19 05:00:00.0000,  4.285034735134530E+09, -1.304650518858339E+09, -7.188640134142601E+07,
2458076.750000000, A.D. 2017-Nov-19 06:00:00.0000,  4.285040302424404E+09, -1.304631684769825E+09, -7.188691696339238E+07,
2458076.791666667, A.D. 2017-Nov-19 07:00:00.0000,  4.285045869620547E+09, -1.304612850664189E+09, -7.188743258203810E+07,
2458076.833333333, A.D. 2017-Nov-19 08:00:00.0000,  4.285051436722957E+09, -1.304594016541459E+09, -7.188794819738632E+07,
2458076.875000000, A.D. 2017-Nov-19 09:00:00.0000,  4.285057003731632E+09, -1.304575182401661E+09, -7.188846380946124E+07,
2458076.916666667, A.D. 2017-Nov-19 10:00:00.0000,  4.285062570646569E+09, -1.304556348244824E+09, -7.188897941828573E+07,
2458076.958333333, A.D. 2017-Nov-19 11:00:00.0000,  4.285068137467766E+09, -1.304537514070976E+09, -7.188949502388346E+07,
2458077.000000000, A.D. 2017-Nov-19 12:00:00.0000,  4.285073704195221E+09, -1.304518679880144E+09, -7.189001062627822E+07,
2458077.041666667, A.D. 2017-Nov-19 13:00:00.0000,  4.285079270828930E+09, -1.304499845672356E+09, -7.189052622549307E+07,
2458077.083333333, A.D. 2017-Nov-19 14:00:00.0000,  4.285084837368894E+09, -1.304481011447640E+09, -7.189104182155210E+07,
2458077.125000000, A.D. 2017-Nov-19 15:00:00.0000,  4.285090403815106E+09, -1.304462177206024E+09, -7.189155741447818E+07,
2458077.166666667, A.D. 2017-Nov-19 16:00:00.0000,  4.285095970167568E+09, -1.304443342947534E+09, -7.189207300429523E+07,
2458077.208333333, A.D. 2017-Nov-19 17:00:00.0000,  4.285101536426274E+09, -1.304424508672200E+09, -7.189258859102660E+07,
2458077.250000000, A.D. 2017-Nov-19 18:00:00.0000,  4.285107102591224E+09, -1.304405674380048E+09, -7.189310417469597E+07,
2458077.291666667, A.D. 2017-Nov-19 19:00:00.0000,  4.285112668662415E+09, -1.304386840071106E+09, -7.189361975532663E+07,
2458077.333333333, A.D. 2017-Nov-19 20:00:00.0000,  4.285118234639844E+09, -1.304368005745403E+09, -7.189413533294213E+07,
2458077.375000000, A.D. 2017-Nov-19 21:00:00.0000,  4.285123800523510E+09, -1.304349171402966E+09, -7.189465090756595E+07,
2458077.416666667, A.D. 2017-Nov-19 22:00:00.0000,  4.285129366313410E+09, -1.304330337043822E+09, -7.189516647922164E+07,
2458077.458333333, A.D. 2017-Nov-19 23:00:00.0000,  4.285134932009541E+09, -1.304311502668000E+09, -7.189568204793274E+07,
2458077.500000000, A.D. 2017-Nov-20 00:00:00.0000,  4.285140497611901E+09, -1.304292668275527E+09, -7.189619761372286E+07,
2458077.541666667, A.D. 2017-Nov-20 01:00:00.0000,  4.285146063120488E+09, -1.304273833866430E+09, -7.189671317661536E+07,
2458077.583333333, A.D. 2017-Nov-20 02:00:00.0000,  4.285151628535299E+09, -1.304254999440738E+09, -7.189722873663366E+07,
2458077.625000000, A.D. 2017-Nov-20 03:00:00.0000,  4.285157193856331E+09, -1.304236164998478E+09, -7.189774429380143E+07,
2458077.666666667, A.D. 2017-Nov-20 04:00:00.0000,  4.285162759083584E+09, -1.304217330539679E+09, -7.189825984814209E+07,
2458077.708333333, A.D. 2017-Nov-20 05:00:00.0000,  4.285168324217053E+09, -1.304198496064367E+09, -7.189877539967906E+07,
2458077.750000000, A.D. 2017-Nov-20 06:00:00.0000,  4.285173889256738E+09, -1.304179661572570E+09, -7.189929094843626E+07,
2458077.791666667, A.D. 2017-Nov-20 07:00:00.0000,  4.285179454202635E+09, -1.304160827064317E+09, -7.189980649443674E+07,
2458077.833333333, A.D. 2017-Nov-20 08:00:00.0000,  4.285185019054742E+09, -1.304141992539635E+09, -7.190032203770411E+07,
2458077.875000000, A.D. 2017-Nov-20 09:00:00.0000,  4.285190583813056E+09, -1.304123157998551E+09, -7.190083757826191E+07,
2458077.916666667, A.D. 2017-Nov-20 10:00:00.0000,  4.285196148477576E+09, -1.304104323441094E+09, -7.190135311613387E+07,
2458077.958333333, A.D. 2017-Nov-20 11:00:00.0000,  4.285201713048299E+09, -1.304085488867291E+09, -7.190186865134299E+07,
2458078.000000000, A.D. 2017-Nov-20 12:00:00.0000,  4.285207277525222E+09, -1.304066654277170E+09, -7.190238418391329E+07,
2458078.041666667, A.D. 2017-Nov-20 13:00:00.0000,  4.285212841908344E+09, -1.304047819670759E+09, -7.190289971386796E+07,
2458078.083333333, A.D. 2017-Nov-20 14:00:00.0000,  4.285218406197661E+09, -1.304028985048084E+09, -7.190341524123073E+07,
2458078.125000000, A.D. 2017-Nov-20 15:00:00.0000,  4.285223970393172E+09, -1.304010150409175E+09, -7.190393076602501E+07,
2458078.166666667, A.D. 2017-Nov-20 16:00:00.0000,  4.285229534494874E+09, -1.303991315754059E+09, -7.190444628827411E+07,
2458078.208333333, A.D. 2017-Nov-20 17:00:00.0000,  4.285235098502764E+09, -1.303972481082764E+09, -7.190496180800170E+07,
2458078.250000000, A.D. 2017-Nov-20 18:00:00.0000,  4.285240662416842E+09, -1.303953646395316E+09, -7.190547732523161E+07,
2458078.291666667, A.D. 2017-Nov-20 19:00:00.0000,  4.285246226237102E+09, -1.303934811691745E+09, -7.190599283998680E+07,
2458078.333333333, A.D. 2017-Nov-20 20:00:00.0000,  4.285251789963544E+09, -1.303915976972077E+09, -7.190650835229105E+07,
2458078.375000000, A.D. 2017-Nov-20 21:00:00.0000,  4.285257353596166E+09, -1.303897142236341E+09, -7.190702386216772E+07,
2458078.416666667, A.D. 2017-Nov-20 22:00:00.0000,  4.285262917134964E+09, -1.303878307484564E+09, -7.190753936964053E+07,
2458078.458333333, A.D. 2017-Nov-20 23:00:00.0000,  4.285268480579937E+09, -1.303859472716774E+09, -7.190805487473273E+07,
2458078.500000000, A.D. 2017-Nov-21 00:00:00.0000,  4.285274043931082E+09, -1.303840637932999E+09, -7.190857037746811E+07,
2458078.541666667, A.D. 2017-Nov-21 01:00:00.0000,  4.285279607188396E+09, -1.303821803133266E+09, -7.190908587787014E+07,
2458078.583333333, A.D. 2017-Nov-21 02:00:00.0000,  4.285285170351878E+09, -1.303802968317603E+09, -7.190960137596208E+07,
2458078.625000000, A.D. 2017-Nov-21 03:00:00.0000,  4.285290733421525E+09, -1.303784133486038E+09, -7.191011687176758E+07,
2458078.666666667, A.D. 2017-Nov-21 04:00:00.0000,  4.285296296397334E+09, -1.303765298638599E+09, -7.191063236531019E+07,
2458078.708333333, A.D. 2017-Nov-21 05:00:00.0000,  4.285301859279303E+09, -1.303746463775313E+09, -7.191114785661328E+07,
2458078.750000000, A.D. 2017-Nov-21 06:00:00.0000,  4.285307422067431E+09, -1.303727628896208E+09, -7.191166334570062E+07,
2458078.791666667, A.D. 2017-Nov-21 07:00:00.0000,  4.285312984761714E+09, -1.303708794001312E+09, -7.191217883259547E+07,
2458078.833333333, A.D. 2017-Nov-21 08:00:00.0000,  4.285318547362149E+09, -1.303689959090653E+09, -7.191269431732142E+07,
2458078.875000000, A.D. 2017-Nov-21 09:00:00.0000,  4.285324109868735E+09, -1.303671124164258E+09, -7.191320979990190E+07,
2458078.916666667, A.D. 2017-Nov-21 10:00:00.0000,  4.285329672281470E+09, -1.303652289222155E+09, -7.191372528036040E+07,
2458078.958333333, A.D. 2017-Nov-21 11:00:00.0000,  4.285335234600350E+09, -1.303633454264371E+09, -7.191424075872070E+07,
2458079.000000000, A.D. 2017-Nov-21 12:00:00.0000,  4.285340796825375E+09, -1.303614619290935E+09, -7.191475623500609E+07,
2458079.041666667, A.D. 2017-Nov-21 13:00:00.0000,  4.285346358956541E+09, -1.303595784301874E+09, -7.191527170924002E+07,
2458079.083333333, A.D. 2017-Nov-21 14:00:00.0000,  4.285351920993845E+09, -1.303576949297217E+09, -7.191578718144619E+07,
2458079.125000000, A.D. 2017-Nov-21 15:00:00.0000,  4.285357482937285E+09, -1.303558114276989E+09, -7.191630265164787E+07,
2458079.166666667, A.D. 2017-Nov-21 16:00:00.0000,  4.285363044786860E+09, -1.303539279241221E+09, -7.191681811986876E+07,
2458079.208333333, A.D. 2017-Nov-21 17:00:00.0000,  4.285368606542566E+09, -1.303520444189939E+09, -7.191733358613229E+07,
2458079.250000000, A.D. 2017-Nov-21 18:00:00.0000,  4.285374168204401E+09, -1.303501609123170E+09, -7.191784905046183E+07,
2458079.291666667, A.D. 2017-Nov-21 19:00:00.0000,  4.285379729772365E+09, -1.303482774040943E+09, -7.191836451288128E+07,
2458079.333333333, A.D. 2017-Nov-21 20:00:00.0000,  4.285385291246451E+09, -1.303463938943285E+09, -7.191887997341371E+07,
2458079.375000000, A.D. 2017-Nov-21 21:00:00.0000,  4.285390852626661E+09, -1.303445103830225E+09, -7.191939543208301E+07,
2458079.416666667, A.D. 2017-Nov-21 22:00:00.0000,  4.285396413912990E+09, -1.303426268701789E+09, -7.191991088891220E+07,
2458079.458333333, A.D. 2017-Nov-21 23:00:00.0000,  4.285401975105437E+09, -1.303407433558006E+09, -7.192042634392524E+07,
2458079.500000000, A.D. 2017-Nov-22 00:00:00.0000,  4.285407536203998E+09, -1.303388598398903E+09, -7.192094179714543E+07,
2458079.541666667, A.D. 2017-Nov-22 01:00:00.0000,  4.285413097208673E+09, -1.303369763224508E+09, -7.192145724859643E+07,
2458079.583333333, A.D. 2017-Nov-22 02:00:00.0000,  4.285418658119457E+09, -1.303350928034849E+09, -7.192197269830143E+07,
2458079.625000000, A.D. 2017-Nov-22 03:00:00.0000,  4.285424218936350E+09, -1.303332092829953E+09, -7.192248814628428E+07,
2458079.666666667, A.D. 2017-Nov-22 04:00:00.0000,  4.285429779659348E+09, -1.303313257609848E+09, -7.192300359256840E+07,
2458079.708333333, A.D. 2017-Nov-22 05:00:00.0000,  4.285435340288449E+09, -1.303294422374563E+09, -7.192351903717703E+07,
2458079.750000000, A.D. 2017-Nov-22 06:00:00.0000,  4.285440900823651E+09, -1.303275587124124E+09, -7.192403448013389E+07,
2458079.791666667, A.D. 2017-Nov-22 07:00:00.0000,  4.285446461264952E+09, -1.303256751858560E+09, -7.192454992146271E+07,
2458079.833333333, A.D. 2017-Nov-22 08:00:00.0000,  4.285452021612348E+09, -1.303237916577898E+09, -7.192506536118674E+07,
2458079.875000000, A.D. 2017-Nov-22 09:00:00.0000,  4.285457581865839E+09, -1.303219081282165E+09, -7.192558079932940E+07,
2458079.916666667, A.D. 2017-Nov-22 10:00:00.0000,  4.285463142025421E+09, -1.303200245971390E+09, -7.192609623591435E+07,
2458079.958333333, A.D. 2017-Nov-22 11:00:00.0000,  4.285468702091091E+09, -1.303181410645601E+09, -7.192661167096496E+07,
2458080.000000000, A.D. 2017-Nov-22 12:00:00.0000,  4.285474262062848E+09, -1.303162575304825E+09, -7.192712710450488E+07,
2458080.041666667, A.D. 2017-Nov-22 13:00:00.0000,  4.285479821940689E+09, -1.303143739949090E+09, -7.192764253655761E+07,
2458080.083333333, A.D. 2017-Nov-22 14:00:00.0000,  4.285485381724612E+09, -1.303124904578422E+09, -7.192815796714669E+07,
2458080.125000000, A.D. 2017-Nov-22 15:00:00.0000,  4.285490941414615E+09, -1.303106069192852E+09, -7.192867339629543E+07,
2458080.166666667, A.D. 2017-Nov-22 16:00:00.0000,  4.285496501010695E+09, -1.303087233792405E+09, -7.192918882402742E+07,
2458080.208333333, A.D. 2017-Nov-22 17:00:00.0000,  4.285502060512849E+09, -1.303068398377110E+09, -7.192970425036639E+07,
2458080.250000000, A.D. 2017-Nov-22 18:00:00.0000,  4.285507619921075E+09, -1.303049562946995E+09, -7.193021967533547E+07,
2458080.291666667, A.D. 2017-Nov-22 19:00:00.0000,  4.285513179235372E+09, -1.303030727502086E+09, -7.193073509895855E+07,
2458080.333333333, A.D. 2017-Nov-22 20:00:00.0000,  4.285518738455736E+09, -1.303011892042413E+09, -7.193125052125871E+07,
2458080.375000000, A.D. 2017-Nov-22 21:00:00.0000,  4.285524297582165E+09, -1.302993056568003E+09, -7.193176594225967E+07,
2458080.416666667, A.D. 2017-Nov-22 22:00:00.0000,  4.285529856614657E+09, -1.302974221078882E+09, -7.193228136198527E+07,
2458080.458333333, A.D. 2017-Nov-22 23:00:00.0000,  4.285535415553210E+09, -1.302955385575081E+09, -7.193279678045839E+07,
2458080.500000000, A.D. 2017-Nov-23 00:00:00.0000,  4.285540974397820E+09, -1.302936550056624E+09, -7.193331219770300E+07,
2458080.541666667, A.D. 2017-Nov-23 01:00:00.0000,  4.285546533161214E+09, -1.302917714515969E+09, -7.193382761680180E+07,
2458080.583333333, A.D. 2017-Nov-23 02:00:00.0000,  4.285552091856110E+09, -1.302898878945538E+09, -7.193434304080325E+07,
2458080.625000000, A.D. 2017-Nov-23 03:00:00.0000,  4.285557650482489E+09, -1.302880043345317E+09, -7.193485846967953E+07,
2458080.666666667, A.D. 2017-Nov-23 04:00:00.0000,  4.285563209040336E+09, -1.302861207715289E+09, -7.193537390340269E+07,
2458080.708333333, A.D. 2017-Nov-23 05:00:00.0000,  4.285568767529636E+09, -1.302842372055438E+09, -7.193588934194487E+07,
2458080.750000000, A.D. 2017-Nov-23 06:00:00.0000,  4.285574325950372E+09, -1.302823536365747E+09, -7.193640478527796E+07,
2458080.791666667, A.D. 2017-Nov-23 07:00:00.0000,  4.285579884302527E+09, -1.302804700646201E+09, -7.193692023337418E+07,
2458080.833333333, A.D. 2017-Nov-23 08:00:00.0000,  4.285585442586087E+09, -1.302785864896783E+09, -7.193743568620586E+07,
2458080.875000000, A.D. 2017-Nov-23 09:00:00.0000,  4.285591000801034E+09, -1.302767029117478E+09, -7.193795114374477E+07,
2458080.916666667, A.D. 2017-Nov-23 10:00:00.0000,  4.285596558947354E+09, -1.302748193308268E+09, -7.193846660596293E+07,
2458080.958333333, A.D. 2017-Nov-23 11:00:00.0000,  4.285602117025029E+09, -1.302729357469138E+09, -7.193898207283258E+07,
2458081.000000000, A.D. 2017-Nov-23 12:00:00.0000,  4.285607675034044E+09, -1.302710521600072E+09, -7.193949754432589E+07,
2458081.041666667, A.D. 2017-Nov-23 13:00:00.0000,  4.285613232974382E+09, -1.302691685701053E+09, -7.194001302041471E+07,
2458081.083333333, A.D. 2017-Nov-23 14:00:00.0000,  4.285618790846027E+09, -1.302672849772066E+09, -7.194052850107127E+07,
2458081.125000000, A.D. 2017-Nov-23 15:00:00.0000,  4.285624348648964E+09, -1.302654013813093E+09, -7.194104398626757E+07,
2458081.166666667, A.D. 2017-Nov-23 16:00:00.0000,  4.285629906383176E+09, -1.302635177824119E+09, -7.194155947597587E+07,
2458081.208333333, A.D. 2017-Nov-23 17:00:00.0000,  4.285635464048648E+09, -1.302616341805128E+09, -7.194207497016799E+07,
2458081.250000000, A.D. 2017-Nov-23 18:00:00.0000,  4.285641021645362E+09, -1.302597505756104E+09, -7.194259046881622E+07,
2458081.291666667, A.D. 2017-Nov-23 19:00:00.0000,  4.285646579173304E+09, -1.302578669677029E+09, -7.194310597189260E+07,
2458081.333333333, A.D. 2017-Nov-23 20:00:00.0000,  4.285652136632456E+09, -1.302559833567889E+09, -7.194362147936922E+07,
2458081.375000000, A.D. 2017-Nov-23 21:00:00.0000,  4.285657694022804E+09, -1.302540997428667E+09, -7.194413699121809E+07,
2458081.416666667, A.D. 2017-Nov-23 22:00:00.0000,  4.285663251344330E+09, -1.302522161259346E+09, -7.194465250741142E+07,
2458081.458333333, A.D. 2017-Nov-23 23:00:00.0000,  4.285668808597019E+09, -1.302503325059911E+09, -7.194516802792114E+07,
2458081.500000000, A.D. 2017-Nov-24 00:00:00.0000,  4.285674365780855E+09, -1.302484488830346E+09, -7.194568355271924E+07,
2458081.541666667, A.D. 2017-Nov-24 01:00:00.0000,  4.285679922895821E+09, -1.302465652570634E+09, -7.194619908177805E+07,
2458081.583333333, A.D. 2017-Nov-24 02:00:00.0000,  4.285685479941902E+09, -1.302446816280758E+09, -7.194671461506963E+07,
2458081.625000000, A.D. 2017-Nov-24 03:00:00.0000,  4.285691036919080E+09, -1.302427979960704E+09, -7.194723015256590E+07,
